部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,春考,考试篇,问：考试中有哪些考场规则和注意事项？答：考生可在“上海招考热线”网站查看考场规则，“上海招考热线”—首页—高考学考—春季高考栏目“20XX年上海市普通高校春季考试和1月份外语科目考试考前提醒”公告内附件《20XX年上海市普通高校春季考试和1月份外语科目考试笔试考场规则》《20XX 年上海市普通高校春季考试和 1 月份外语科目考试外语听说测试考场规则》《20XX年上海市普通高校春季考试和1月份外语科目考试答题及外语听力考试重要提醒》等。请所有考生务必在考前仔细阅读上述考场规则与注意事项，避免在考试期间出现违规行为。,"['(高考学考, 包含, 春季高考)', '(春季高考, 同期包含, 1月份外语科目考试)', '(上海招考热线网站, 提供, 考场规则)', '(上海招考热线网站, 提供, 考场规则和注意事项)', '(20XX年上海市普通高校春季考试和1月份外语科目考试笔试考场规则, 属于, 考场规则)', '(20XX年上海市普通高校春季考试和1月份外语科目考试答题及外语听力考试重要提醒, 属于, 注意事项)', '(考生, 需遵守, 考场规则)', '(考生, 需避免, 考试期间违规行为)']"
高考学考,春考,考试篇,问：考生如果迟到了，最晚什么时候可以进入考场？答：1、语文科目考试在开考15分钟后（上午9:15）禁止考生进入考点考试；2、数学科目考试在开考15分钟后（下午1:45）禁止考生进入考点考试；3、外语笔试（含听力）科目考试在考前15分钟（上午8:45）禁止考生进入考点考试；4、外语听说测试须按准考证上的考试场次提前45分钟到考点报到，提前35分钟进入准备室。注：以上时间是2023年春考规则。,[]
高考学考,春考,考试篇,问：春考外语听力考试需要自带收音机吗？答：见秋考89问——考生自备带有耳机（蓝牙耳机除外）的收音机收听。考生应确保收音机能正常使用，并备足电池，严禁将具有电子存储记忆录放功能的设备带入考场。,"['(春考, 属于, 高考学考)', '(春考外语听力考试, 答案见, 秋考89问)', '(春考, 包含, 外语听力考试)', '(外语听力考试, 需要, 收音机)', '(收音机, 参考, 秋考89问)', '(考生, 自备, 收音机)', '(收音机, 需要, 耳机)', '(耳机, 排除, 蓝牙耳机)', '(考生, 备足, 电池)', '(电子存储记忆录放功能的设备, 禁止, 考场)']"
高考学考,春考,考试篇,问：除英语外的其他外语科目（如：日语、德语、西班牙语）需要自带收音机吗？答：见秋考90问——不需要，地处梅山、大屯、张家洼考区的考生和非通用语种考生外语听力考试采用 CD 光盘形式播放。,"['(春考, 属于, 高考学考)', '(日语, 归类于, 外语)', '(德语, 归类于, 外语)', '(西班牙语, 归类于, 外语)', '(外语听力考试, 参考, 秋考90问)', '(除英语外的其他外语听力考试, 采用, CD 光盘)', '(梅山, 采用, CD 光盘)', '(大屯, 采用, CD 光盘)', '(张家洼, 采用, CD 光盘)']"
高考学考,春考,考试篇,问：考生身份证遗失如何进入考点？答：有效证件原件含：居民身份证（含有效期内的临时身份证）、有照片的社保卡、驾驶证、护照、军人证。电子身份证不作为考试入场有效证件使用。,"['(有效证件, 包含, 居民身份证)', '(临时身份证, 属于, 有效证件)', '(有照片的社保卡, 属于, 有效证件)', '(驾驶证, 属于, 考试入场有效证件)', '(护照, 属于, 有效证件)', '(军人证, 属于, 有效证件)', '(电子身份证, 不作为, 有效证件)']"
高考学考,春考,考试篇,问：春考数学考试可以携带计算器吗？答：见秋考92问——考生不可以携带有电子存储记忆功能、收发信息功能、图像显示功能的计算器进入考场。,"['(高考学考, 包含, 春考)', '(春考, 包含科目, 数学)', '(考生, 禁止携带, 具有电子存储记忆功能、收发信息功能、图像显示功能的计算器)']"
高考学考,春考,考试篇,问：考试现场没有钟表，考生可以自己带手表进入考场吗？答：见秋考93问——严禁携带手机、智能手表、智能手环、蓝牙耳机等通讯工具进入考点。,"['(高考学考, 包含, 春考)', '(考生,禁止携带,手机、智能手表、智能手环、蓝牙耳机等通讯工具)']"
高考学考,春考,考试篇,问：申请合理便利的残疾考生所携带的助听器、人工耳蜗、拐杖、轮椅等可正常通过安检吗？答：见秋考94问——可以。,"['(申请合理便利的残疾考生, 允许携带通过安检, 人工耳蜗)', '(助听器, 允许携带, 安检)', '(人工耳蜗, 可正常通过, 安检)', '(轮椅, 可正常通过, 安检)']"
高考学考,春考,考试篇,问：考生有低血糖或听力障碍，腿脚不便等问题，该如何申请绿色通道？答：见秋考95问——在校生请提前将向学籍所在学校提出申请，由学校提交相关部门，审核通过后可携带无收发信号的血糖仪、助听器，人工耳蜗，拐杖，轮椅等进入考场。往届生、社会生、非本市学籍考生，需提前向区招考机构提出申请。,"['(考生, 因听力障碍可申请, 绿色通道)', '(绿色通道, 解答参见, 秋考95问)','(低血糖, 可能需要, 绿色通道)', '(听力障碍, 可能需要, 绿色通道)', '(腿脚不便, 可能需要, 绿色通道)', '(在校生, 提出绿色通道申请, 学籍所在学校)', '(学籍所在学校, 提交绿色通道申请, 相关部门)', '(相关部门, 审核, 绿色通道申请)', '(绿色通道申请审核通过, 允许携带, 血糖仪)', '(绿色通道申请审核通过, 允许携带, 助听器)', '(绿色通道申请审核通过, 允许携带, 人工耳蜗)', '(绿色通道申请审核通过, 允许携带, 拐杖)', '(绿色通道申请审核通过, 允许携带, 轮椅)', '(往届生, 提出绿色通道申请申请, 区招考机构)', '(社会生, 提出绿色通道申请申请, 区招考机构)', '(非本市学籍考生, 提出绿色通道申请申请, 区招考机构)']"
高考学考,春考,考试篇,问：考生因听力障碍申请外语科目听力免考，笔试听力部分如何计算分数？答：见秋考96问——申请听力免试会进行特殊处理。考生最终分数=实考分数*外语总分/去除听力部分的总分。,"['(笔试听力部分, 解答参考, 秋考96问)','(听力免考, 适用于, 听力障碍)', '(听力免考最终分数, 计算方式, 实考分数 * 外语总分 / 去除听力部分的总分)']"
高考学考,春考,考试篇,问：春考统一文化考试各科目分数是多少？答：统一文化考试科目为语文、数学、外语三门科目，成绩总分为450分。其中语文、数学、外语每科目总分150分。外语科目考试包括笔试（含听力）和听说测试，笔试（含听力）分值为140分，听说测试分值为10分，总分150分。外语科目的考试语种分设英语、俄语、日语、法语、德语、西班牙语6种，由报考学生任选1种。,"['(春考, 包含, 统一文化考试)', '(统一文化考试, 包含科目, 语文)', '(统一文化考试, 包含科目, 数学)', '(统一文化考试, 总分为, 450分)', '(语文, 总分为, 150分)', '(数学, 总分, 150分)', '(外语, 总分为, 150分)', '(听说测试, 分值为, 10分)', '(外语科目, 考试语种分设, 日语)', '(外语科目, 可选语种, 法语)', '(外语科目, 分设语种, 德语)', '(外语科目, 可选语种, 西班牙语)']"
高考学考,春考,考试篇,问：春考外语科目语种是否可以选择日语，然后秋考外语语种再选择英语（春、秋考外语考试是否可以选择不同语种）？答：不可以。春考秋考外语语种必须一致。,"['(春考, 外语语种必须一致, 秋考)']"
高考学考,春考,考试篇,问：春考有没有政策照顾类加分？答：有加分政策。凡符合春季考试招生报名条件的烈士子女考生，经审核可在原始分上加20分；归侨、华侨子女、归侨子女和台湾省籍（含台湾户籍）考生，经审核可在原始分上加5分。上述加分分值不累加。注：以上为2024年春考政策照顾加分。,"['(春考, 属于, 高考学考)', '(春考, 提供, 政策性照顾加分)', '(烈士子女考生, 政策照顾加分, 20分)', '(归侨, 可获, 政策性照顾加分)', '(华侨子女, 可享受加分, 5分)', '(归侨子女, 可获加分, 5分)', '(政策性照顾加分, 添加到, 原始分)']"
高考学考,春考,考试篇,问：如何申请政策照顾类加分？答：根据市教委文件规定，符合春季考试招生报名条件且符合加分政策的考生，须于2022年12月21日前持相关加分证明至报名所在的中学或区考试招生机构办理加分手续，各区考试招生机构须于2022年12月23日向市教育考试院上报符合政策加分的考生名单，同时，各中学和区考试招生机构须在本单位网站公示加分考生名单，公示时间为5个工作日。注：以上为2023年春考相关政策。,"['(考生, 符合, 春季考试招生报名条件)', '(考生, 提交, 相关加分证明)', '(加分手续, 办理地点, 报名所在的中学或区考试招生机构)', '(加分手续, 办理地点, 中学或区考试招生机构)', '(区考试招生机构, 上报, 市教育考试院)', '(区考试招生机构, 上报政策加分考生名单时间, 2022年12月23日)', '(各中学, 公示, 加分考生名单)', '(区考试招生机构, 公示, 加分考生名单)', '(加分考生名单, 公示时长, 5个工作日)', '(政策性照顾加分, 属于, 2023年春考政策)']"
